cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
3033,FALL,FALSE,BCMP,376,"Mechanisms of Action of Antibiotics",15e9b6a6a56b3387d2a44d68ae903f68,,,,,,
3033,SPRING,FALSE,BCMP,376,"Mechanisms of Action of Antibiotics",15e9b6a6a56b3387d2a44d68ae903f68,,,,,,
3035,FALL,FALSE,BIOPHYS,355,"Chemical Genetics and Genomics",9e6aac3b53a1abd8d747ee1f3c733471,,,,,,
3035,SPRING,FALSE,BIOPHYS,355,"Chemical Genetics and Genomics",9e6aac3b53a1abd8d747ee1f3c733471,,,,,,
3037,FALL,FALSE,IMUNOL,359,"Immunoregulatory Mechanisms at Mucosal Surfaces, Including the Lung and Gut, Affecting the Development of Inflammation, Allergy, Asthma or Peripheral Tolerance in Mice and Humans.",5edcddb0e2fd4ea71d62290adde44d98,,,,,,
3037,SPRING,FALSE,IMUNOL,359,"Immunoregulatory Mechanisms at Mucosal Surfaces, Including the Lung and Gut, Affecting the Development of Inflammation, Allergy, Asthma or Peripheral Tolerance in Mice and Humans.",5edcddb0e2fd4ea71d62290adde44d98,,,,,,
30373,SPRING,TRUE,HIST,1400,"Introduction to American Studies","07fdfb60a7fb21efbf1410eddec9cad3,5911e61286dfa51da2c01faa19323498","The course is designed primarily for students interested in further study in the field, but all students are welcome. We cover topics, from the seventeenth- to the twenty-first century, in political, social, intellectual, and cultural history. Students read both primary and secondary materials, and receive intensive guidance for their writing.",,"Ninety-minute lecture-discussion, plus one-hour section led by the instructors.","Hours to be arranged",,
30378,SPRING,FALSE,FRSEMR,35i,"Reconstruction in American Memory",723275b660c44344d3998d05b1a4948f,"Reconstruction - the period of economic rebuilding and philosophical reorientation that followed the American Civil War - was an unprecedented moment of historical rupture. Reconstruction sought quite simply to remake an entire society at once, from one day to the next replacing slavery with the ideals of free labor and democratic participation. In this seminar, we will consider Reconstruction as a set of historical events and as a narrative problem. In other words, while learning about this unheralded moment of change in American history, we will also ask how Reconstruction became a story to be passed down from one generation to the next - by novelists, poets, historians, political scientists, and filmmakers.",,"Open to Freshmen only.","Hours to be arranged",,
3039,SPRING,FALSE,NEP,101b,"Introductory Nepali",5ba259e923ae9ecd6970409a8d33897d,"Continuation of Nepali 101a.",,,"Hours to be arranged",,
3041,FALL,FALSE,NEC,390,"Direction of Doctoral Dissertations",,,,,,,
3041,SPRING,FALSE,NEC,390,"Direction of Doctoral Dissertations",,,,,,,
30419,FALL,FALSE,ECON,1776,"Religion and the Rise of Capitalism",637b5514aa6b7ad65e075a1516fce531,"Examines the influence of religious thinking on the intellectual revolution, associated with Adam Smith and others, that created economics as we know it as an independent discipline; also examines how the lasting resonances from these early religious influences continue to shape discussion of economic issues and debates about economic policy down to our own day.","Ec 10a and Ec 10b.","This course, when taken for a letter grade, meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","M., W., F., at 10 and a review section to be arranged.",,
3042,FALL,FALSE,WOMGEN,1200fh,"Our Mothers, Ourselves: Postwar American Feminist Thought",a71fd2c5965c593b69c06613fc55f773,"The classics of American postwar, mainstream feminist thought are sometimes assumed, sometimes reviled, but rarely re-read. In this seminar, we will read critically across four decades of widely-read, influential feminist books, keeping constantly in view the philosophical and political, psychological and historical, legal and ethical questions at the heart of women, gender, and sexuality studies today.",,,"Th., 4&#8211;6 and a one hour section to be arranged",,
30424,FALL,FALSE,VES,209r,"Curation, Conservation and Programming",,"For research and independent projects in the archives, collections, and exhibitions of the Carpenter Center for the Visual Arts, the Harvard Film Archive, or the Harvard Museums and other campus arts institutions. Open only by petition to the Department; petitions should be presented during the term preceding enrollment, and must be signed by the instructor or staff member with whom the project is to be done.",,,"Hours to be arranged",,
30424,SPRING,FALSE,VES,209r,"Curation, Conservation and Programming",,"For research and independent projects in the archives, collections, and exhibitions of the Carpenter Center for the Visual Arts, the Harvard Film Archive, or the Harvard Museums and other campus arts institutions. Open only by petition to the Department; petitions should be presented during the term preceding enrollment, and must be signed by the instructor or staff member with whom the project is to be done.",,,"Hours to be arranged",,
30439,SPRING,FALSE,GOV,94bp,"Business, Power and American Politics",707cad502af55832db541f2f9fb46eb1,"How much power does business exercise over the decisions that are made in American politics? How similar is business from other actors in our political system? How has business's power and modes of influence changed over time? And how does that influence compare to the role that business plays in other countries? This seminar will equip students to consider and debate these questions, drawing on evidence from contemporary events, history, political science, and sociology.",,,"W., 10-12",,
3045,FALL,FALSE,MUSIC,Bhf,"Exercises in Tonal Writing and Analysis",30f9167877f4c99514b61d9ed34158e3,"Includes theory (level of Music 150) as well as keyboard and ear training.",,"Required of all graduate students. This requirement must be met before admission to the General Examination.","Hours to be arranged",,
3045,SPRING,FALSE,MUSIC,Bhf,"Exercises in Tonal Writing and Analysis",30f9167877f4c99514b61d9ed34158e3,"Includes theory (level of Music 150) as well as keyboard and ear training.",,"Required of all graduate students. This requirement must be met before admission to the General Examination.","Hours to be arranged",,
3046,FALL,FALSE,BIOPHYS,381,"Single-Molecule Biophysics",cff2bf77214fb1bd9b7034cc7cce2909,,,,,,
3046,SPRING,FALSE,BIOPHYS,381,"Single-Molecule Biophysics",cff2bf77214fb1bd9b7034cc7cce2909,,,,,,
3050,FALL,FALSE,APPHY,337,"Growth and Properties of Nanostructures and Nanostructure Assemblies; Development and Application of New Probe Microscopies; Biophysics",6d9e06453e840f7f99bbfa7178b710c7,,,,,,
3050,SPRING,FALSE,APPHY,337,"Growth and Properties of Nanostructures and Nanostructure Assemblies; Development and Application of New Probe Microscopies; Biophysics",6d9e06453e840f7f99bbfa7178b710c7,,,,,,
3051,FALL,FALSE,APPHY,338,"Growth and Properties of Nanostructures and Nanostructure Assemblies; Development and Application of New Probe Microscopies; Biophysics",6d9e06453e840f7f99bbfa7178b710c7,,,,,,
3051,SPRING,FALSE,APPHY,338,"Growth and Properties of Nanostructures and Nanostructure Assemblies; Development and Application of New Probe Microscopies; Biophysics",6d9e06453e840f7f99bbfa7178b710c7,,,,,,
3052,SPRING,TRUE,GREEK,112a,"History of Greek Literature I",,"A survey of early Greek poetry and prose, with readings from Homer, Hesiod, the Homeric Hymns, lyric poetry, and Herodotus. Discussions of genre in relation to performance, historical contexts, thematic (dis)continuities, oral tradition.",,,"Hours to be arranged",,
30568,FALL,FALSE,SLAVIC,158,"Gogol's Short Fiction",f9c1e173800d1dc8c3a65df81868849e,"Close reading of Gogol's short fiction, read in the original, with special attention to humor and narrative structure. We will also explore contextual issues and possible critical approaches.","Good reading knowledge of Russian.","Alternative to Slavic 98. Tutorial - Junior Year.","Th., 2-4",,
30604,FALL,FALSE,DRB,321,"Stem Cells and Neurodegenerative Disease",a771e8ae46afb8bc82db510244e58374,,,,,,
30604,SPRING,FALSE,DRB,321,"Stem Cells and Neurodegenerative Disease",a771e8ae46afb8bc82db510244e58374,,,,,,
30645,FALL,TRUE,APMTH,140r,"Computational Geometry",3c036054b5af0d3992677dc2c68a626b,"An inquiry based and hands on exploration in computational geometry. Topics include: projective geometry (duality between points/lines, symmetry among spheric/planar/hyperbolic geometry), linear algebra (vectors, matrices, symmetry groups) and recursion. We will draw pretty pictures (fractals, tesselations, algebraic curves, etc.). We will write computer programs in Mathematica (and possibly Java, if time permits).","Applied Mathematics 21a/b or Mathematics 21a/b. You know how to multiply matrices and vectors. No previous programming experience required.","Grading based on final project, in-class assignments, in-class participation. No written exams, no written homework outside class. You will present your finished programs and pretty pictures to the class.","Section 1: M., W., F., 1&#8211;3; Section 2: M., W., F., 2&#8211;4",,
3065,FALL,FALSE,ITAL,Acd,"Intensive Beginning Italian: Special Course: Gateway to Italy",466cf6b6d086b2b0326cee3b6f8193e3,"A complete first-year course in one term for students with no knowledge of Italian, focused on developing all four communicative skills. Students are introduced to contemporary Italian culture through a variety of topics from everyday life (family, shopping, food, fashion) to the arts (music, literature, cinema). Materials include films and cultural readings that present capsules on the history of modern Italy. Excellent choice for students planning to study in Italy.","An advanced knowledge of at least one foreign language, preferably a modern Romance language, but no previous study of Italian.","May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Students who have not placed out of the language requirement must take one full year of a language. Italian Acd taken alone may not be used to fulfill the language requirement. However, there are ways to combine Italian Acd with another course in order to fulfill the language requirement. Consult Dr. Elvira DiFabio or the Undergraduate Adviser in Italian for details. Conducted in Italian. Not open to auditors.","M., W., F., at 10, and Tu., Th., 10-11:30.",,
